Rating,Date,Title,Review
1.0,8 June 2020,Damaged front,"Samsung denied installation after 2 days of delivery of product. If they cannot provide installation then they should deliver also during lockdown, it should have been mentioned at the time of order placementthat we cannot provide installation service."
5.0,8 June 2020,Bad series by samsung,"The machine is good.It's fully automatic, making you hassle free.Best machine...Does proper washing.Best to BUY"
1.0,7 June 2020,Don’t go for samsung washing machine,"Do not purchase you won’t even get installation, you will keep on banging your head but you won’t get any support from amazon and Samsung. Amazon will say u will get give service in 24 hr but Samsung will not even respond your call. This is just waist of money and time. Purchase from store after giving 2-3 K extra, Atleast u will have machine but if you purchase from here then u will have machine but it won’t run because Samsung won’t install ."
4.0,7 June 2020,GREAT SAMSUNG,Good product from Samsung. Easy to use. But Its cosume too much of water for Blanket type cloths.For regular cloths its good .
3.0,7 June 2020,Worst installation and customer services from amazon & Samsung,Absolutely rubbish service from amazon and samsung. No assistance in installation even after 3 days of product delivery.
5.0,7 June 2020,Samsung Washing machine,"I know review is very important. Coz I decided on review only.  Well, firstly product is very good.  Does the job. Washes very well due to diamond drum. No much vibration."
2.0,7 June 2020,Rubbish service,Damaged body
4.0,7 June 2020,Value for money. Worth your purchase,Good product ! But need to increase lower clearance by 2.5 cm
5.0,7 June 2020,Damaged body,"I have brought 2 of them, one for my parents and other for myself. It’s almost handsfree As once you put clothes and choose your options it will automatically does everything plus it cleans real good even denims. The outer body is good and the service person will come for installation and provides guidance when you receive. I feel water doesn’t gets wasted much here it takes as much required based on load."
4.0,10 June 2020,One of the best automatic washing machine in this price range,It's fully automatic washing machine it's very good product
1.0,10 June 2020,Damaged front,Faulty washing machine received ...
1.0,10 June 2020,Must buy at this budget,Product installation person 'Swapnil Desale' arrived without sanitization kit and left the surface without cleaning . Samsung should make sure safety of d customers .. it's really worst experience v had today with this Samsung service personnel.. really shocking to hav such arragont behaviour  from samsung
1.0,9 June 2020,Faulty washing machine receipt,Received a defect machine display of the machine is not working
4.0,9 June 2020,Amazon d best delivery .. but samsung really shameful 😡,Product is good...But stand was missing? why?I have bought this from the person in 1230 INR.
1.0,9 June 2020,Received a defect machine display is not working,Damaged product ..big dent on washing machine..Want to replace this washing machine.But in return section on Amazon app Direct me to Samsung care. Problem not solved.
1.0,9 June 2020,Stand missing,"Worst service from Samsung, please do not buy this product or any product from Samsung. They don't install the washing machine even after 10days of delivery. They are troubling me so much by saying lot of lies and excuses."
5.0,9 June 2020,Damaged product ..big dent on washing machine,Perfect product
5.0,9 June 2020,Worst service from Samsung,Used this product for more than a year. It awesome you can buy it without any doubt.
3.0,8 June 2020,Worth to buy,Received damaged product
5.0,6 June 2020,One of the best automatic washing machine in this price range,First I Received damaged product. Dant on front side. But now replaced with good one.Working fine and all well with product.Thanks Amazon and Samsung for cooperation.
1.0,6 June 2020,Damaged front,Received a damaged product
1.0,6 June 2020,Replaced the damaged Samsung machine,"I have received a faulty machine, and the service agent who came to install has revealed the same and from the service nobody is responding to our complaints , u have to understand it's a new machine we brought from u. ,which even survive it's instalation procedure.."
1.0,6 June 2020,Received a damaged product,"Machine is not working , defective product given bad service"
4.0,6 June 2020,Faulty product,It is easy to use and look is good overall it is nice product....and it reasonable to buy the product
5.0,6 June 2020,Defective product,Really nice at this price point. Would recommend it
1.0,6 June 2020,Nice product,Got damaged product almost one week back and had to call multiple times for replacement but of no use. Worst service by Amazon and Samsung
5.0,6 June 2020,Best,"This machine is beautiful and easy to set up. The delivery guy did not install, and he tried to get a big tip out of us... You will need a screwdriver to set up the hose.HIGHLY RECOMMEND THIS PRODUCT THOUGH.For the price, this is one amazing washer."
4.0,6 June 2020,Worst Customer Service,Good for daily use
5.0,6 June 2020,Excellent Washer. No Installation! Easy to Install if you have basic tools.,Nice product easy to use
5.0,3 June 2020,One of the best automatic washing machine in this price range,"Sure is costly. I had to work 80 hours a week for two years to be able to afford this, but you get what you pay for. I put one old t-shirt that had been my pocha for years into this and it came out brand spanking new. So, I tried that with my ripped jeans, all the rips are now seams. Am on a roll now and at this rate, this machine is going to put Zara out of business. Just as well, during these viral times, we cannot safely go out and shop, so a machine that turns every clothing item into a new one every wash is a lifesaver. The only problem is that one of my cotton shirts has turned into a cotton plant after repeated washes. I will order some land and grow cotton from now on."
1.0,3 June 2020,Damaged front,This product is nice but buld quality (body) is not good. its push normally in body to shee about build quality.
3.0,3 June 2020,Just the Washing Machine for the Times,Ok product
4.0,3 June 2020,Build qaulity not good.,delivered within 5 days and  happy with product. Not long operation experience but got genuine quality product and cost satisfactory.
5.0,3 June 2020,Impressive,Amazing product and service
4.0,3 June 2020,Delivered on time & good product,Good product value for money. For small family with members 3 to 5.
3.0,3 June 2020,Must buy,"Product looks good in style and easy to operate but not up to mark in Performance, It can’t clean the collars and under arms properly we need to clean using hand and put in the machine to wash 😏"
1.0,3 June 2020,Quick Delivery value for money,Water is not going inside the machine and complaint has been raised but no use no one has reported
5.0,3 June 2020,Good but not up to mark,Upto now everything is good. Delivery and installation went smoothly.recieved after two days from date of order. We need to book installation separately through link sent by Amazon. Technician arrived promptly within one day booking installation. He asked whether stand is required but I said no as I already purchased one. He completed installation and demo in 30 minutes. Machine is fully automatic it will take detergent and comfort softner automatically .
5.0,3 June 2020,Problem with installation team,Really good product.
5.0,13 June 2020,One of the best automatic washing machine in this price range,Its really a very good product. Very comfortable to us.
5.0,12 June 2020,Damaged front,Very good product
1.0,12 June 2020,Awesome product,"I purchased this washing machine on march 2 of 2020. After 2 months it got complaint with its board and water valve . Now its 3 week since i registered the complaint . They dint replace the board and valve yet., This s the worst experience i have faced from reputed brand.. so think twice before buying a product from samsung"
5.0,12 June 2020,Great product value for money,😍
5.0,12 June 2020,Disgusting service experience from samsung,this machine is very good
4.0,12 June 2020,Likeiiiit😍,Value for Money. Optimum washing machine for a family of 2-3 members.Cons:1. Little bit noisy as compare to other washing machines2. It dry the clothes up to 75%
4.0,11 June 2020,nice machine,Send someone to install it.
1.0,11 June 2020,Good Purchase,Faulty washing machine send my Amazon. Washing machine water drainage system not working.
3.0,11 June 2020,Installation,Overall performance is good. But in this product one drawback. Its drying quality is not up to level. Moisture is high after dryer.
5.0,10 June 2020,Faulty washing machine send my Amazon.,Awasome product
